id,japanese_name,scientific_name,order_name_ja,order_name_en,family_name_ja,family_name_en,genus_name,species_name,subspecies_name,distribution,note
188,ナミエガエル,Limnonectes namiyei,無尾目,Anura,ヌマガエル科,Dicroglossidae,,,,沖縄島,
189,サキシマヌマガエル,Fejervarya sakishimensis,無尾目,Anura,ヌマガエル科,Dicroglossidae,,,,宮古諸島、八重山諸島,
190,オキナワアオガエル,Rhacophorus viridis,無尾目,Anura,アオガエル科,Rhacophoridae,,,,奄美大島、徳之島、沖縄島、伊平屋島、久米島,2亜種（オキナワアオガエル、アマミアオガエル）
191,シュレーゲルアオガエル,Rhacophorus schlegelii,無尾目,Anura,アオガエル科,Rhacophoridae,,,,本州、四国、九州と周辺島嶼（対馬、佐渡除く）,
192,モリアオガエル,Rhacophorus arboreus,無尾目,Anura,アオガエル科,Rhacophoridae,,,,本州（茨城除く）、佐渡,
193,ヤエヤマアオガエル,Rhacophorus owstoni,無尾目,Anura,アオガエル科,Rhacophoridae,,,,石垣島、西表島,
194,カジカガエル,Buergeria buergeri,無尾目,Anura,アオガエル科,Rhacophoridae,,,,本州、四国、九州,
195,ヒメアマガエル,Microhyla okinavensis,無尾目,Anura,ヒメアマガエル科,Microhylidae,,,,奄美群島、沖縄諸島、宮古諸島、八重山諸島,
196,スナヤツメ北方種,,,,ヤツメウナギ科,,Lethenteron,sp. N.,,北海道、琵琶湖流入河川・三重県海蔵川以北の本州,
197,エツ,,,,カタクチイワシ科,,Coilia,nasus,,有明海とそれに注ぐ川,
198,ギンブナ,,,,コイ科,,Carassius,auratus,langsdorfii,日本全域,
199,ゲンゴロウブナ,,,,コイ科,,Carassius,cuvieri,,自然分布域は琵琶湖・淀川水系。飼育型のヘラブナは日本全国に移植・放流されよく繁殖,
200,オオキンブナ,,,,コイ科,,Carassius,auratus,buergeri,本州では静岡県以西の太平洋・瀬戸内海側、四国、九州,
201,ニゴロブナ,,,,コイ科,,Carassius,auratus,grandoculis,琵琶湖特産,
202,ナガブナ,,,,コイ科,,Carassius,auratus,subsp. 1,北陸、山陰、長野県諏訪湖、福井県三方五湖,
203,キンブナ,,,,コイ科,,Carassius,auratus,subsp. 2,東北地方の太平洋側、関東,
204,フナ属の一種,,,,コイ科,,Carassius,sp.,,琉球列島,形態はギンブナと一致するが、固有の遺伝子をもつ自然分布集団であることが明らかになっている。
205,アブラボテ,,,,コイ科,,Tanakia,limbata,,濃尾平野以西の本州、淡路島、四国の瀬戸内側、九州北部、福江島、壱岐島,
206,ミヤコタナゴ,,,,コイ科,,Tanakia,tanago,,関東地方,
207,イチモンジタナゴ,,,,コイ科,,Acheilognathus,cyanostigma,,濃尾平野と近畿地方。岩手県閉伊川水系、岡山平野にも移植,
208,タナゴ,,,,コイ科,,Acheilognathus,melanogaster,,関東地方と東北地方の太平洋側,
209,イタセンパラ,,,,コイ科,,Acheilognathus,longipinnis,,淀川水系（絶滅寸前）、濃尾平野、富山平野,
210,ミナミアカヒレタビラ,,,,コイ科,,Acheilognathus,tabira,jordani,富山県～島根県の北陸・山陰地方,
211,セボシタビラ,,,,コイ科,,Acheilognathus,tabira,nakamurae,筑後川水系を中心とする九州北西部（激減）、長崎県壱岐（絶滅）,
212,アカヒレタビラ,,,,コイ科,,Acheilognathus,tabira,erythropterus,宮城県、福島県、関東地方,
213,シロヒレタビラ,,,,コイ科,,Acheilognathus,tabira,tabira,濃尾平野、琵琶湖・淀川水系、山陽地方．,
214,キタノアカヒレタビラ,,,,コイ科,,Acheilognathus,tabira,tohokuensis,青森県～新潟県の東北地方の日本海側と北陸地方,
215,ゼニタナゴ,,,,コイ科,,Acheilognathus,typus,,自然分布：神奈川県・新潟県以北の本州。移植：長野県諏訪湖や静岡県天竜川,
216,ニッポンバラタナゴ,,,,コイ科,,Rhodeus,ocellatus,kurumeus,濃尾平野、琵琶湖・淀川水系、京都盆地、山陽地方、四国北西部、九州北部,
217,スイゲンゼニタナゴ,,,,コイ科,,Rhodeus,smithii,subsp,兵庫県千種川～広島県芦田川の山陽地方,
218,カゼトゲタナゴ,,,,コイ科,,Rhodeus,smithii,smithii,熊本県球磨川以北の九州北部、長崎県壱岐,
219,カワバタモロコ,,,,コイ科,,Hemigrammocypris,rasborella,,本州中部以西、四国の瀬戸内海側、九州北部,
220,ワタカ,,,,コイ科,,Ischikauia,steenackeri,,自然分布：琵琶湖・淀川水系。移植：関東平野、奈良盆地、島根県松江地方、福岡県遠賀川水系,
221,ハス,,,,コイ科,,Opsariichthys,uncirostris,uncirostris,自然分布：琵琶湖・淀川水系、福井県三方湖（激減）。移植：関東平野、濃尾平野、岡山平野の諸河川,
222,ヌマムツ,,,,コイ科,,Zacco,sp.,,自然分布：中部地方以西の本州、四国の瀬戸内海側、九州北部。移植：関東地方,
223,アブラハヤ,,,,コイ科,,Rhynchocypris,lagowskii,steindachneri,青森県以南～福井県、岡山県,
224,ヤマナカハヤ,,,,コイ科,,Rhynchocypris,lagowskii,yamamotis,富士五湖の山中湖と本栖湖,
225,タカハヤ,,,,コイ科,,Rhynchocypris,oxycephalus,jouyi,静岡県・福井県以西の本州、四国、九州、対馬、五島列島,
226,マルタ,,,,コイ科,,Tribolodon,brandtii,brandtii,東京湾から岩手大船渡湾までの本州太平洋岸,
227,ウケクチウグイ,,,,コイ科,,Tribolodon,nakamurai,,秋田県～新潟県の日本海側の大河川,
228,ウシモツゴ,,,,コイ科,,Pseudorasbora,pugnax,,長野県、静岡県、愛知県、岐阜県から記録されているが現在では激減,
229,シナイモツゴ,,,,コイ科,,Pseudorasbora,pumila,pumila,関東・新潟県以北の本州,
230,アブラヒガイ,,,,コイ科,,Sarcocheilichthys,biwae,,琵琶湖特産,
231,ビワヒガイ,,,,コイ科,,Sarcocheilichthys,variegatus,microoculus,自然分布：琵琶湖と瀬田川。移植：東北地方、関東平野、北陸地方、諏訪湖、高知県、九州北部,
232,カワヒガイ,,,,コイ科,,Sarcocheilichthys,variegatus,variegatus,濃尾平野、琵琶湖注入河川、京都盆地、山口県を除く山陽地方、九州北西部、長崎県壱岐,
233,ホンモロコ,,,,コイ科,,Gnathopogon,caerulescens,,琵琶湖の固有種。東京都奥多摩、山梨県山中湖・河口湖、岡山県湯河原にも移植,
234,タモロコ,,,,コイ科,,Gnathopogon,elongatus,elongatus,関東以西の本州と四国。東北地方や九州の一部にも移植,
235,ヨドゼゼラ,,,,コイ科,,Biwia,yodoensis,,琵琶湖・淀川水系。神奈川県の一部にも移植,
236,ゼゼラ,,,,コイ科,,Biwia,zezera,,自然分布：濃尾平野、琵琶湖・淀川水系、岡山平野、九州北部。移植：関東平野,
237,ニゴイ,,,,コイ科,,Hemibarbus,barbus,,中部地方以北の本州と錦川以西の山口県・九州に不連続分布,
238,スゴモロコ,,,,コイ科,,Squalidus,chankaensis,biwae,琵琶湖の固有亜種。関東平野にも移植,
239,イトモロコ,,,,コイ科,,Squalidus,gracilis,gracilis,濃尾平野以西の本州、四国北東部、九州北部、長崎県壱岐・五島列島福江島。神奈川県相模川にも移植,
240,デメモロコ,,,,コイ科,,Squalidus,japonicus,japonicus,濃尾平野と琵琶湖,
241,アユモドキ,,,,ドジョウ科,,Parabotia,curta,,琵琶湖水系と岡山県、広島県の芦田川水系。中国福建省産のものは日本産と同種であるか不明,
242,アジメドジョウ,,,,ドジョウ科,,Niwaella,delicata,,富山県、長野県、岐阜県、福井県、滋賀県、京都府、三重県、大阪府,
243,アリアケスジシマドジョウ,,,,ドジョウ科,,Cobitis,kaibarai,,九州の有明海流入河川,
244,ヤマトシマドジョウ,,,,ドジョウ科,,Cobitis,sp.,,九州と山口県,胸鰭基底の骨質版の形態や遺伝子の型、角型に複数のタイプが知られ、複数の種・亜種が含まれていると考えられている。
245,ヨドコガタスジシマドジョウ,,,,ドジョウ科,,Cobitis,minamorii,yodoensis,淀川水系の中下流域,1996年以降の採集記録がなく、絶滅が危惧されている。
246,オオヨドシマドジョウ,,,,ドジョウ科,,Cobitis,sakahoko,,大淀川,
247,ヒナイシドジョウ,,,,ドジョウ科,,Cobitis,shikokuensis,,愛媛県と高知県,
248,オオシマドジョウ,,,,ドジョウ科,,Cobitis,sp. BIWAE type A,,本州、四国の瀬戸内流入河川と本州の一部の日本海流入河川および九州,
249,ニシシマドジョウ,,,,ドジョウ科,,Cobitis,sp. BIWAE type B,,中部地方以西の本州。主に太平洋、三河湾、伊勢湾、日本海に流入する河川,
250,ヒガシシマドジョウ,,,,ドジョウ科,,Cobitis,sp. BIWAE type C,,中部地方以東の本州,
251,トサシマドジョウ,,,,ドジョウ科,,Cobitis,sp. BIWAE type D,,高知県の太平洋に流入する一部の河川,
252,オンガスジシマドジョウ,,,,ドジョウ科,,Cobitis,striata,fuchigamii,福岡県遠賀川水系,
253,ハカタスジシマドジョウ,,,,ドジョウ科,,Cobitis,striata,hakataensis,福岡県の博多湾流入河川,
254,チュウガタスジシマドジョウ,,,,ドジョウ科,,Cobitis,striata,striata,本州、四国、九州の瀬戸内海に流入する諸河川および本州の日本海に流入する一部の河川,
255,イシドジョウ,,,,ドジョウ科,,Cobitis,takatsuensis,,島根県、広島県、山口県、福岡県,
256,オオガタスジシマドジョウ,,,,ドジョウ科,,Cobitis,magnostriata,,琵琶湖特産だが福井県三方湖にも似た集団がある,
257,ビワコガタスジシマドジョウ,,,,ドジョウ科,,Cobitis,minamorii,oumiensis,琵琶湖水系特産,
258,ヨドコガタスジシマドジョウ,,,,ドジョウ科,,Cobitis,minamorii,yodoensis,淀川水系,
259,タンゴスジシマドジョウ,,,,ドジョウ科,,Cobitis,sp.,,京都府丹後地方,
260,サンヨウコガタスジシマドジョウ,,,,ドジョウ科,,Cobitis,minamorii,minamorii,兵庫県、岡山県、広島県,
261,サンインコガタスジシマドジョウ,,,,ドジョウ科,,Cobitis,minamorii,saninensis,長野県千曲川、兵庫県岸田川～島根県神戸川の山陰地方,
262,トウカイコガタスジシマドジョウ,,,,ドジョウ科,,Cobitis,minamorii,tokaiensis,静岡県太田川～三重県宮川の東海地方,
263,エゾホトケドジョウ,,,,ドジョウ科,,Lefua,costata,nikkonis,北海道。青森県にも分布するが移植とされている,
264,ホトケドジョウ,,,,ドジョウ科,,Lefua,echigonia,,青森県を除く東北地方～三重県・京都府・兵庫県,
265,ナガレホトケドジョウ,,,,ドジョウ科,,Lefua,sp.1,,東海地方、和歌山県～岡山県の本州瀬戸内斜面、徳島県、香川県、福井県と京都府の日本海側,
266,トウカイナガレホトケドジョウ,,,,ドジョウ科,,Lefua,sp.2,,静岡県太田川～愛知県矢作川の東海地方,
267,アリアケギバチ,,,,ギギ科,,Tachysurus,aurantiacus,,福岡県那珂川～鹿児島県川内川の九州西部、宮崎県大淀川、長崎県壱岐（絶滅）,
268,ネコギギ,,,,ギギ科,,Tachysurus,ichikawai,,伊勢湾と三河湾に注ぐ河川,
269,ギギ,,,,ギギ科,,Tachysurus,nudiceps,,自然分布：琵琶湖・淀川水系以西の本州、四国の吉野川、九州北東部。移植：新潟県阿賀野川、三重県宮川,
270,ギバチ,,,,ギギ科,,Tachysurus,tokiensis,,神奈川県・富山県以北の本州,
271,ビワコオオナマズ,,,,ナマズ科,,Silurus,biwaensis,,琵琶湖・淀川水系特産,
272,イワトコナマズ,,,,ナマズ科,,Silurus,lithophilus,,琵琶湖と余呉湖,
273,アカザ,,,,アカザ科,,Liobagrus,reinii,,宮城県・秋田県以南の本州、四国、淡路島、九州,
274,シシャモ,,,,キュウリウオ科,,Spirinchus,lanceolatus,,北海道の太平洋岸,
275,リュウキュウアユ,,,,アユ科,,Plecoglossus,altivelis,ryukyuensis,奄美大島、沖縄本島(絶滅後、奄美大島より導入),
276,アリアケヒメシラウオ,,,,シラウオ科,,Neosalanx,reganius,,有明海に注ぐ筑後川と緑川（熊本県）,
277,イシカワシラウオ,,,,シラウオ科,,Salangichthys,ishikawae,,青森県～和歌山県の太平洋岸,
278,ゴギ,,,,サケ科,,Salvelinus,leucomaenis,imbrius,岡山県吉井川・島根県斐伊川以西の中国地方,
279,ヤマトイワナ,,,,サケ科,,Salvelinus,leucomaenis,japonicus,神奈川県相模川以西の本州太平洋側、琵琶湖流入河川、紀伊半島,
280,ニッコウイワナ,,,,サケ科,,Salvelinus,leucomaenis,pluvius,山梨県富士川・鳥取県日野川以北の本州各地,
281,ミヤベイワナ,,,,サケ科,,Salvelinus,malma,miyabei,北海道然別湖特産,
282,クニマス,,,,サケ科,,Oncorhynchus,nerka,kawamurae,秋田県田沢湖（絶滅）、山梨県西湖（移植個体群）,
283,サツキマス・アマゴ,,,,サケ科,,Oncorhynchus,masou,ishikawae,静岡県以南の本州の太平洋・瀬戸内海側、四国、大分県、宮崎県,
284,ビワマス,,,,サケ科,,Oncorhynchus,masou,subsp.,琵琶湖特産。栃木県中禅寺湖、神奈川県芦ノ湖、長野県木崎湖にも移植,
285,タウナギ属の一種,,,,タウナギ科,,Monopterus,sp.,,琉球列島,九州以北や大陸のものと同種と考えられていたが、固有の遺伝子をもつ固有個体群であることが明らかになっている。
286,太平洋系陸封型イトヨ,,,,トゲウオ科,,Gasterosteus,aculeatus,subsp.1,北海道大沼、青森県、福島県会津田島、栃木県那須、福井県大野,
287,ハリヨ,,,,トゲウオ科,,Gasterosteus,aculeatus,subsp.2,岐阜県、三重県（絶滅後、岐阜県から移植）、滋賀県、兵庫県（岐阜県から移植）,
288,トミヨ属汽水型,,,,トゲウオ科,,Pungitius,sp.2,,北海道東部の琵琶瀬川と別当賀川の河口,
289,トミヨ属雄物型,,,,トゲウオ科,,Pungitius,sp.3,,秋田県雄物川と山形県最上川水系の一部（絶滅寸前）,
290,ムサシトミヨ,,,,トゲウオ科,,Pungitius,sp.4,,東京都（絶滅）と埼玉県（絶滅寸前）,
291,ミナミメダカ,,,,メダカ科,,Oryzias,latipes,,北海道函館（導入）、長野県（千曲川水系）、京都府綾部（由良川水系中・上流）、丹後半島竹野川水系、兵庫県竹野（谷田川水系）、鳥取県岩美（小田川水系）以西の本州日本海側（兵庫県浜田の岸田川水系を除く）、隠岐諸島島後、見島、盛岡（北上川水系）・大船渡（盛川水系）以南の本州太平洋側、瀬戸内海の沿岸および島嶼、四国、九州、対馬、壱岐、五島列島福江島、天草諸島下島、甑島列島、種子島、馬毛島、喜界島、奄美大島、加計呂麻島、伊平屋島、沖縄島、渡嘉敷島、久米島,アロザイム分析により、東日本型、山陰型、東瀬戸内型、西瀬戸内型、北部九州型、有明型、薩摩型、大隅型、琉球型に区分される。
292,キタノメダカ,,,,メダカ科,,Oryzias,sakaizumii,,下北半島、奥入瀬川水系、福島県郡山（阿武隈川水系）、佐渡島、津軽半島～兵庫県円山川水系までの本州日本海側（長野県千曲川水系・丹後半島竹野川水系・由良川水系上流を除く）、兵庫県浜田（岸田川水系）,
293,アカメ,,,,アカメ科,,Lates,japonicus,,静岡県浜名湖～鹿児島県（志布志湾・鹿児島湾・内之浦湾）の太平洋沿岸、東京湾、大阪湾、香川県、種子島,
294,カマキリ（アユカケ）,,,,カジカ科,,Cottus,kazika,,青森県～島根県浜田の日本海沿岸に流入する河川、青森県～高知県の太平洋沿岸に流入する河川、佐賀県・宮崎県・熊本県の河川（熊本県では絶滅）,
295,ハナカジカ,,,,カジカ科,,Cottus,nozawae,,北海道別寒部牛川以東を除く北海道、青森県、岩手県、秋田県、山形県、新潟県信濃川,
296,カジカ（大卵型）,,,,カジカ科,,Cottus,pollux,,本州と九州の河川の中～上流域,
297,カジカ（中卵型）,,,,カジカ科,,Cottus,sp.,,本州の日本海側の河川、有明海に注ぐ河川、愛媛県賀茂川,
298,ウツセミカジカ,,,,カジカ科,,Cottus,reinii,,北海道日本海側南部、本州、四国、九州北西部,
299,イシドンコ,,,,カワアナゴ科,,Odontobutis,hikimius,,島根県西部と山口県東部の日本海側,
300,ドウクツミミズハゼ,,,,ハゼ科,,Luciogobius,albus,,島根県大根島、長崎県福江島、高知県新庄川,
301,ネムリミミズハゼ,,,,ハゼ科,,Luciogobius,dormitoris,,大分県佐伯,
302,ナガレミミズハゼ,,,,ハゼ科,,Luciogobius,fluvialis,,静岡県安倍川水系,
303,ユウスイミミズハゼ,,,,ハゼ科,,Luciogobius,fonticola,,静岡県安倍川、大井川水系,
304,ミナミヒメミミズハゼ,,,,ハゼ科,,Luciogobius,ryukyuensis,,奄美大島、沖縄島、久米島、石垣島、西表島,
305,ミスジハゼ,,,,ハゼ科,,Callogobius,sp.,,西表島,
