id,japanese_name,scientific_name,order_name_ja,order_name_en,family_name_ja,family_name_en,genus_name,species_name,subspecies_name,distribution,note
2127,サドヤマトガイ,Japonia sadoensis,,,ヤマタニシ科,Cyclophoridae,,,,,Pilsbry & Hirase、 1903
2128,モジャモジャヤマトガイ,Japonia shigetai,,,ヤマタニシ科,Cyclophoridae,,,,,Minato、 1985
2129,イトマキヤマトガイ,Japonia striatula,,,ヤマタニシ科,Cyclophoridae,,,,,Kuroda、 1973
2130,トクノシマヤマトガイ,Japonia tokunoshimana,,,ヤマタニシ科,Cyclophoridae,,,,,Pilsbry & Hirase、 1904
2131,トシマヤマトガイ,Japonia toshimana,,,ヤマタニシ科,Cyclophoridae,,,,,Pilsbry & Hirase、 1904
2132,ニッポンノブエガイ,Nobuea kurodai,,,ヤマタニシ科,Cyclophoridae,,,,,Minato & Tada、 1978
2133,ヒラセアツブタガイ,Platyrhaphe hirasei,,,ヤマタニシ科,Cyclophoridae,,,,,(Pilsbry、 1901)
2134,ヒメヤマクルマガイ,Spirostoma japonicum nakadai,,,ヤマタニシ科,Cyclophoridae,,,,,(Pilsbry、 1901)
2135,シリブトゴマガイ,Arinia japonica,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1901
2136,オジマヒダリマキゴマガイ,Diplommatina paucicostata,,,ゴマガイ科,Diplommatinidae,,,,,(Pilsbry & Hirase、 1905)
2137,オオシマゴマガイ,Diplommatina oshimae,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1901
2138,ベニゴマガイ,Diplommatina pudica,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1902
2139,オオコベルトゴマガイ,Diplommatina ampla,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1902
2140,マルクチゴマガイ,Diplommatina circumstomata,,,ゴマガイ科,Diplommatinidae,,,,,Kuroda & Abe、 1980
2141,イブキゴマガイ,Diplommatina collarifera,,,ゴマガイ科,Diplommatinidae,,,,,Schmacker & B?ttger、 1890
2142,ダンジョゴマガイ,Diplommatina danzyonarum,,,ゴマガイ科,Diplommatinidae,,,,,Kuroda、 1973
2143,ネムリゴマガイ,Diplommatina dormitor,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1902
2144,ゲンカイゴマガイ,Diplommatina gennkaiensis,,,ゴマガイ科,Diplommatinidae,,,,,Yamamoto & Uozumi、 1977
2145,ゴトウゴマガイ,Diplommatina gotoensis,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1908
2146,ヒダゴマガイ,Diplommatina hidaensis,,,ゴマガイ科,Diplommatinidae,,,,,Ogaito & Ieyama、 1997
2147,ミヤコゴマガイ,Diplommatina immersidens,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1904
2148,ヤエヤマゴマガイ,Diplommatina insularum,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1901
2149,キイゴマガイ,Diplommatina kiiensis,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1902
2150,コベルトゴマガイ,Diplommatina kobelti,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1901
2151,クメジマゴマガイ,Diplommatina kumejimana,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1904
2152,リュウキュウゴマガイ,Diplommatina luchuana,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1901
2153,クニガミゴマガイ,Diplommatina lyrata,,,ゴマガイ科,Diplommatinidae,,,,,(Gould、 1859)
2154,ダイオウゴマガイ,Diplommatina nakashimai,,,ゴマガイ科,Diplommatinidae,,,,,Minato、 2015
2155,ニヨリゴマガイ,Diplommatina nesiotica,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1909
2156,ヤマトゴマガイ,Diplommatina nipponensis,,,ゴマガイ科,Diplommatinidae,,,,,M?llendorff、 1885
2157,ハンミガキゴマガイ,Diplommatina nishii,,,ゴマガイ科,Diplommatinidae,,,,,Yamamoto & Uozumi、 1988
2158,ハラブトゴマガイ,Diplommatina saginata,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1901
2159,サタミサキゴマガイ,Diplommatina satanomisakiensis,,,ゴマガイ科,Diplommatinidae,,,,,Habe、 1953
2160,エゾゴマガイ,Diplommatina septentrionalis,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1901
2161,シコクゴマガイ,Diplommatina shikokuensis,,,ゴマガイ科,Diplommatinidae,,,,,Kuroda、 Habe & Abe、 in Habe、 1961
2162,タカシマゴマガイ,Diplommatina takashimae,,,ゴマガイ科,Diplommatinidae,,,,,Tada、 1989
2163,タネガシマゴマガイ,Diplommatina tanegashimae,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1901
2164,トサゴマガイ,Diplommatina tosana,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1904
2165,ヒメトサゴマガイ,Diplommatina tosanella,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1904
2166,トウガタゴマガイ,Diplommatina turris,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 1901
2167,ウジグントウゴマガイ,Diplommatina ujiinsularis,,,ゴマガイ科,Diplommatinidae,,,,,Minato、 1982
2168,ツシマゴマガイ,Diplommatina ultima,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1909
2169,ウゼンゴマガイ,Diplommatina uzenensis,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry、 in Pilsbry & Gulick、 1900
2170,シリコケゴマガイ,Diplommatina ventriosa,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1904
2171,ヨナグニゴマガイ,Diplommatina yonakunijimana,,,ゴマガイ科,Diplommatinidae,,,,,Pilsbry & Hirase、 1909
2172,フナトアズキガイ,Pupinella funatoi,,,アズキガイ科,Pupinidae,,,,,Pilsbry、 1901
2173,オオシマアズキガイ,Pupinella oshimae,,,アズキガイ科,Pupinidae,,,,,Pilsbry、 1901
2174,ホソマキカワニナ,Semisulcospira arenicola,,,カワニナ科,Semisulcospiridae,,,,,Watanabe & Nishino、 1995
2175,タテヒダカワニナ,Semisulcospira decipiens,,,カワニナ科,Semisulcospiridae,,,,,(Westerlund、 1883)
2176,フトマキカワニナ,Semisulcospira dilatata,,,カワニナ科,Semisulcospiridae,,,,,Watanabe & Nishino、 1995
2177,ナンゴウカワニナ,Semisulcospira fulvialis,,,カワニナ科,Semisulcospiridae,,,,,Watanabe & Nishino、 1995
2178,クロカワニナ,Semisulcospira fuscata,,,カワニナ科,Semisulcospiridae,,,,,Watanabe & Nishino、 1995
2179,ハベカワニナ,Semisulcospira habei,,,カワニナ科,Semisulcospiridae,,,,,Davis、 1969
2180,モリカワニナ,Semisulcospira morii,,,カワニナ科,Semisulcospiridae,,,,,Watanabe、 1984
2181,イボカワニナ,Semisulcospira multigranosa,,,カワニナ科,Semisulcospiridae,,,,,(B?ttger、 1886)
2182,ナカセコカワニナ,Semisulcospira nakasekoae,,,カワニナ科,Semisulcospiridae,,,,,Kuroda、 1929
2183,ヤマトカワニナ,Semisulcospira niponica,,,カワニナ科,Semisulcospiridae,,,,,(Smith、 1876)
2184,オオウラカワニナ,Semisulcospira ourensis,,,カワニナ科,Semisulcospiridae,,,,,Watanabe & Nishino、 1995
2185,カゴメカワニナ,Semisulcospira reticulata,,,カワニナ科,Semisulcospiridae,,,,,Kajiyama & Habe、 1961
2186,タテジワカワニナ,Semisulcospira rugosa,,,カワニナ科,Semisulcospiridae,,,,,Watanabe & Nishino、 1995
2187,シライシカワニナ,Semisulcospira shiraishiensis,,,カワニナ科,Semisulcospiridae,,,,,Watanabe & Nishino、 1995
2188,タケシマカワニナ,Semisulcospira takeshimensis,,,カワニナ科,Semisulcospiridae,,,,,Watanabe & Nishino、 1995
2189,キタノカワニナ,Semisulcospira dolorosa,,,カワニナ科,Semisulcospiridae,,,,,(Gould、 1859)
2190,クロダカワニナ,Semisulcospira kurodai,,,カワニナ科,Semisulcospiridae,,,,,Kajiyama & Habe、 1961
2191,チリメンカワニナ,Semisulcospira reiniana,,,カワニナ科,Semisulcospiridae,,,,,(Brot、 1876)
2192,オガサワラカワニナ,Stenomelania boninensis,,,トゲカワニナ科,Thiaridae,,,,,(Lea、 1856)
2193,コバヤシミジンツボ,Akiyoshia kobayashii,,,ヌマツボ科,Amnicolidae,,,,,Kuroda & Habe、 1958
2194,アキヨシミジンツボ,Akiyoshia uenoi,,,ヌマツボ科,Amnicolidae,,,,,Kuroda & Habe、 1954
2195,アッカミジンツボ,Akiyoshia akka,,,ヌマツボ科,Amnicolidae,,,,,Habe、 1965
2196,ホソミジンツボ,Akiyoshia cylindrica,,,ヌマツボ科,Amnicolidae,,,,,Kuroda & Habe、 1958
2197,イマムラミジンツボ,Akiyoshia imamurai,,,ヌマツボ科,Amnicolidae,,,,,Habe、 1961
2198,カワネミジンツボ,Akiyoshia kawanensis,,,ヌマツボ科,Amnicolidae,,,,,Habe、 in Masuda & Habe、 1989
2199,サガノミジンツボ,Akiyoshia kishiiana,,,ヌマツボ科,Amnicolidae,,,,,Kuroda、 Habe & Tamu、 in Kuroda & Habe、 1958
2200,コウチミジンツボ,Akiyoshia morimotoi,,,ヌマツボ科,Amnicolidae,,,,,Kuroda & Habe、 1958
2201,ナナツガマミジンツボ,Akiyoshia nanatsugamaensis,,,ヌマツボ科,Amnicolidae,,,,,Habe、 1961
2202,クルイミジンツボ,Akiyoshia scalaris,,,ヌマツボ科,Amnicolidae,,,,,Kuroda & Habe、 1958
2203,アキヨシホラアナミジンニナ,Moria akiyoshiensis,,,ヌマツボ科,Amnicolidae,,,,,(Kuroda & Habe、 1958)
2204,ヒコサンミジンニナ,Moria kikuchii,,,ヌマツボ科,Amnicolidae,,,,,(Habe、 1961)
2205,ナナツガマホラアナミジンニナ,Moria kubotai,,,ヌマツボ科,Amnicolidae,,,,,(Kuroda & Habe、 1958)
2206,タニガワミジンニナ,Moria minatoi,,,ヌマツボ科,Amnicolidae,,,,,(Habe、 1965)
2207,ヤマテホラアナミジンニナ,Moria montana,,,ヌマツボ科,Amnicolidae,,,,,(Kuroda & Habe、 1958)
2208,ホラアナミジンニナ,Moria nipponica,,,ヌマツボ科,Amnicolidae,,,,,(Mori、 1937)
2209,ヨシダカワザンショウ,“Assiminea” yoshidayukioi,,,カワザンショウ科,Assimineidae,,,,,Kuroda、 1959
2210,ホラアナゴマオカチグサ,Cavernacmella kuzuuensis,,,カワザンショウ科,Assimineidae,,,,,(Suzuki、 1937)
2211,キビオカチグサ,Cavernacmella minima,,,カワザンショウ科,Assimineidae,,,,,(Habe、 1942)
2212,ヤマモトゴマオカチグサ,Cavernacmella yamamotonis,,,カワザンショウ科,Assimineidae,,,,,(Minato、 1979)
2213,ナガヤマヤマツボ,Allepithema nagayamai,,,カワザンショウ科,Assimineidae,,,,,Kuroda、 1960
2214,キバオカチグサ,Conacmella vagans,,,カワザンショウ科,Assimineidae,,,,,(Hirase、 1907)
2215,ダイトウオカチグサ,Paludinelassiminea daitoensis,,,カワザンショウ科,Assimineidae,,,,,(Habe、 1942)
2216,ミヤコオカチグサ,Paludinelassiminea miyakoinsularis,,,カワザンショウ科,Assimineidae,,,,,(Minato、 1980)
2217,ウスイロヘソカド,Paludinelassiminea stricta,,,カワザンショウ科,Assimineidae,,,,,(Gould、 1859)
2218,イナバマメタニシ,Bithynia inabai,,,エゾマメタニシ科,Bithyniidae,,,,,Habe、 1985
2219,ヒメマルマメタニシ,Gabbia kiusiuensis,,,エゾマメタニシ科,Bithyniidae,,,,,(Hirase、 1927)
2220,マメタニシ,Parafossarulus manchouricus japonicus,,,エゾマメタニシ科,Bithyniidae,,,,,(Pilsbry、 1901)
2221,オカマメタニシ,Blanfordia bensoni,,,イツマデガイ科,Pomatiopsidae,,,,,(A. Adams、 1861)
2222,イツマデガイ,Blanfordia japonica,,,イツマデガイ科,Pomatiopsidae,,,,,(A. Adams、 1861)
2223,ヒメオカマメタニシ,Blanfordia simplex,,,イツマデガイ科,Pomatiopsidae,,,,,Pilsbry、 1902
2224,シモキタシブキツボ,“Fukuia” ooyagii,,,イツマデガイ科,Pomatiopsidae,,,,,Minato、 1982
2225,ヤママメタニシ,Fukuia integra,,,イツマデガイ科,Pomatiopsidae,,,,,(Pilsbry、 1924)
2226,ニクイロシブキツボ,Fukuia kurodai,,,イツマデガイ科,Pomatiopsidae,,,,,Abbott & Hunter、 1949
2227,フクイシブキツボ,Fukuia multistriata,,,イツマデガイ科,Pomatiopsidae,,,,,Abbott & Hunter、 1949
2228,カタヤマガイ,Oncomelania hupensis nosophora,,,イツマデガイ科,Pomatiopsidae,,,,,(Robson、 1915)
2229,ナタネミズツボ,Oncomelania minima,,,イツマデガイ科,Pomatiopsidae,,,,,(Bartsch、 1936)
2230,ヨナクニカタヤマガイ,Gammatricula shini,,,イツマデガイ科,Pomatiopsidae,,,,,(Habe、 1961)
2231,オキナワミズゴマツボ,Stenothyra basiangulata,,,ミズゴマツボ科,Stenothyridae,,,,,(Mori、 1938)
2232,オンセンミズゴマツボ,Stenothyra thermaecola,,,ミズゴマツボ科,Stenothyridae,,,,,Kuroda、 1962
2233,オカクビキレ,Truncatella oagariensis,,,クビキレガイ科,Truncatellidae,,,,,(Kuroda、 1960)
2234,ビワコミズシタダミ,Biwakovalvata biwaensis,,,ミズシタダミ科,Valvatidae,,,,,(Preston、 1916)
2235,ニホンミズシタダミ,Cincinna japonica,,,ミズシタダミ科,Valvatidae,,,,,(Martens、 1877)
2236,キザキコミズシタダミ,Cincinna kizakikoensis,,,ミズシタダミ科,Valvatidae,,,,,Fujita & Habe、 1991
2237,オウミガイ,Radix onychia,,,モノアラガイ科,Lymnaeidae,,,,,(Westerlund、 1887)
2238,ハマダモノアラガイ,Radix hamadai,,,モノアラガイ科,Lymnaeidae,,,,,Habe、 1968
2239,カワネジガイ,Camptoceras hirasei,,,ヒラマキガイ科,Planorbidae,,,,,Walker、 1919
2240,ミズコハク,Gyraulus soritai,,,ヒラマキガイ科,Planorbidae,,,,,Habe、 1976
2241,カドヒラマキ,Gyraulus perstriatulus,,,ヒラマキガイ科,Planorbidae,,,,,(Preston、 1916)
2242,カワコザラ,Laevapex nipponicus,,,ヒラマキガイ科,Planorbidae,,,,,(Taki、 1960)
2243,テンスジオカモノアラガイ,Boninosuccinea punctulispira,,,オカモノアラガイ科,Succineidae,,,,,(Pilsbry、 1901)
2244,オガサワラオカモノアラガイ,Boninosuccinea ogasawarae,,,オカモノアラガイ科,Succineidae,,,,,(Pilsbry、 1901)
2245,コウフオカモノアラガイ,Neosuccinea kofui,,,オカモノアラガイ科,Succineidae,,,,,Patterson、 1971
2246,イオウジマノミガイ,Elasmias kitaiwojimanum,,,ハワイマイマイ科,Achatinellidae,,,,,(Pilsbry & Hirase、 1903)
2247,トウガタノミガイ,Lamellidea biplicata,,,ハワイマイマイ科,Achatinellidae,,,,,(Pilsbry、 1902)
2248,オガサワラノミガイ,Lamellidea ogasawarana,,,ハワイマイマイ科,Achatinellidae,,,,,(Pilsbry & Cooke、 1915)
2249,ハタイノミガイ,Lamellidea hataiana,,,ハワイマイマイ科,Achatinellidae,,,,,(Pilsbry & Cooke、 1915)
2250,ヒトハノミガイ,Lamellidea monodonta,,,ハワイマイマイ科,Achatinellidae,,,,,(Pilsbry & Hirase、 1904)
2251,ナカダノミガイ,Lamellidea nakadai,,,ハワイマイマイ科,Achatinellidae,,,,,(Pilsbry & Cooke、 1915)
2252,リュウキュウノミガイ,Pacificella rucuana,,,ハワイマイマイ科,Achatinellidae,,,,,(Pilsbry & Hirase、 1905)
2253,トライオンノミガイ,Tornatellides tryoni,,,ハワイマイマイ科,Achatinellidae,,,,,Pilsbry & Cooke、 1915
2254,ハナシサナギガイ,Pupilla hokkaidoensis,,,サナギガイ科,Pupillidae,,,,,Nekola、 Coles & Chiba、 2014
2255,ナタネモドキ,Pyramidula conica,,,ナタネモドキ科,Pyramidulidae,,,,,Pilsbry & Hirase、 1902
2256,ヤエヤマクチミゾガイ,Enteroplax yaeyamensis,,,クチミゾガイ科,Strobilopsidae,,,,,Habe & Chinen、 1974
2257,マツシマクチミゾガイ,Eostrobilops nipponica,,,クチミゾガイ科,Strobilopsidae,,,,,(Pilsbry、 1927)
2258,スナガイ,Gastrocopta armigerella,,,キバサナギガイ科,Vertiginidae,,,,,(Reinhardt、 1877)
2259,ボニンスナガイ,Gastrocopta boninensis,,,キバサナギガイ科,Vertiginidae,,,,,Pilsbry、 1916
2260,チチジマスナガイ,Gastrocopta chichijimana,,,キバサナギガイ科,Vertiginidae,,,,,Pilsbry、 1916
2261,オガサワラスナガイ,Gastrocopta ogasawarana,,,キバサナギガイ科,Vertiginidae,,,,,Pilsbry、 1916
2262,ラッパガイ,Hypselostoma insularum,,,キバサナギガイ科,Vertiginidae,,,,,Pilsbry、 1908
2263,エリマキガイ,Ptychalaea dedecora,,,キバサナギガイ科,Vertiginidae,,,,,(Pilsbry、 1902)
2264,タマゴナリエリマキガイ,Ptychalaea tamagonari,,,キバサナギガイ科,Vertiginidae,,,,,(Pilsbry & Hirase、 1904)
2265,ミジンサナギガイ,Truncatellina insulivaga,,,キバサナギガイ科,Vertiginidae,,,,,(Pilsbry & Hirase、 1904)
2266,ナタネキバサナギ,Vertigo eogea eogea,,,キバサナギガイ科,Vertiginidae,,,,,Pilsbry、 1919
2267,ハチジョウキバサナギ,Vertigo hachijoensis,,,キバサナギガイ科,Vertiginidae,,,,,Pilsbry、 1919
2268,キバサナギガイ,Vertigo hirasei,,,キバサナギガイ科,Vertiginidae,,,,,Pilsbry、 1901
2269,不明,Vertigo hydrophila,,,キバサナギガイ科,Vertiginidae,,,,,(Reinhardt、 1877)
2270,クシロキバサナギ,Vertigo kushiroensis,,,キバサナギガイ科,Vertiginidae,,,,,Pilsbry & Hirase、 1905
2271,ハハジマキセルモドキ,Boninena callistoderma,,,キセルモドキ科,Enidae,,,,,(Pilsbry、 1900)
2272,ハタイキセルモドキ,Boninena hataii,,,キセルモドキ科,Enidae,,,,,Habe、 1973
2273,ヒラセキセルモドキ,Boninena hiraseana,,,キセルモドキ科,Enidae,,,,,(Pilsbry、 1902)
2274,オガサワラキセルモドキ,Boninena ogasawarae,,,キセルモドキ科,Enidae,,,,,(Pilsbry、 1901)
2275,ニシキキセルモドキ,Luchuena eucharistus,,,キセルモドキ科,Enidae,,,,,(Pilsbry、 1901)
2276,ウスチャイロキセルモドキ,Luchuena fulva,,,キセルモドキ科,Enidae,,,,,Minato、 1977
2277,ハチジョウキセルモドキ,Luchuena hachijoensis,,,キセルモドキ科,Enidae,,,,,(Kuroda、 1945)
2278,リュウキュウキセルモドキ,Luchuena luchuana,,,キセルモドキ科,Enidae,,,,,(Pilsbry、 1901)
2279,ダンジョキセルモドキ,Luchuena minatoi,,,キセルモドキ科,Enidae,,,,,Yamamoto & Uozumi、 1981
2280,チャイロキセルモドキ,Luchuena nesiotica,,,キセルモドキ科,Enidae,,,,,(Pilsbry & Hirase、 1909)
2281,オオシマキセルモドキ,Luchuena oshimana,,,キセルモドキ科,Enidae,,,,,(Pilsbry、 1902)
2282,キカイキセルモドキ,Luchuena reticulata,,,キセルモドキ科,Enidae,,,,,(Reeve、 1849)
2283,クリイロキセルモドキ,Mirus andersonianus,,,キセルモドキ科,Enidae,,,,,(M?llendorff、 1885)
2284,ヤセキセルモドキ,Mirus gracilispira,,,キセルモドキ科,Enidae,,,,,Kajiyama & Habe、 1961
2285,フトキセルモドキ,Mirus japonicus,,,キセルモドキ科,Enidae,,,,,(M?llendorff、 1885)
2286,キセルモドキ,Mirus reinianus,,,キセルモドキ科,Enidae,,,,,(Kobelt、 1875)
2287,ホソキセルモドキ,Mirus rugulosus,,,キセルモドキ科,Enidae,,,,,(M?llendorff、 1900)
2288,メシマコギセル,Euphaedusa mesimana,,,キセルモドキ科,Clausiliidae,,,,,Kuroda、 1973
2289,シンチュウギセル,Megalophaedusa aenea,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1903)
2290,ケショウギセル,Megalophaedusa albela,,,キセルガイ科,Clausiliidae,,,,,(Minato、 1976)
2291,タビトギセル,Megalophaedusa aratorum,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1903)
2292,ハゲギセル,Megalophaedusa attrita,,,キセルガイ科,Clausiliidae,,,,,(B?ttger、 1877)
2293,クロチビギセル,Megalophaedusa aulacophora,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1900)
2294,ウスベニギセル,Megalophaedusa aurantiaca,,,キセルガイ科,Clausiliidae,,,,,(B?ttger、 1877)
2295,シリオレギセル,Megalophaedusa bilabrata,,,キセルガイ科,Clausiliidae,,,,,(Smith、 1876)
2296,デールギセル,Megalophaedusa dalli,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
2297,シリオレトノサマギセル,Megalophaedusa decapitata,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
2298,ハブタエギセル,Megalophaedusa decussata,,,キセルガイ科,Clausiliidae,,,,,(Martens、 1877)
2299,オクガタギセル,Megalophaedusa dorcas,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
2300,トノサマギセル,Megalophaedusa ducalis,,,キセルガイ科,Clausiliidae,,,,,(Kobelt、 1876)
2301,チビギセル,Megalophaedusa expansilabris,,,キセルガイ科,Clausiliidae,,,,,(B?ttger、 1877)
2302,ナルトギセル,Megalophaedusa fukudainadai,,,キセルガイ科,Clausiliidae,,,,,(Minato、 2014)
2303,ホソヒメギセル,Megalophaedusa gracilispira,,,キセルガイ科,Clausiliidae,,,,,(M?llendorff、 1882)
2304,ハコネギセル,Megalophaedusa hakonensis,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1900)
2305,ホソヤカギセル,Megalophaedusa hosayaka,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1905)
2306,アベギセル,Megalophaedusa ignobilis,,,キセルガイ科,Clausiliidae,,,,,(Sykes、 1895)
2307,ツバクロイワギセル,Megalophaedusa iijimakuniakii,,,キセルガイ科,Clausiliidae,,,,,(Minato & Habe、 1983)
2308,ホウライジギセル,Megalophaedusa ikenoi,,,キセルガイ科,Clausiliidae,,,,,(Minato、 1980)
2309,シリボソギセル,Megalophaedusa iotaptyx,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1900)
2310,イシカワギセル,Megalophaedusa ishikawai,,,キセルガイ科,Clausiliidae,,,,,(Kuroda & Minato、 1975)
2311,イヨギセル,Megalophaedusa iyoensis,,,キセルガイ科,Clausiliidae,,,,,(Minato & Tada、 1977)
2312,オクシリギセル,Megalophaedusa kanjiookuboi,,,キセルガイ科,Clausiliidae,,,,,(Minato、 1980)
2313,カワモトギセル,Megalophaedusa kawamotoi,,,キセルガイ科,Clausiliidae,,,,,(Kuroda & Taki、 1944)
2314,ハチノコギセル,Megalophaedusa kawasakii,,,キセルガイ科,Clausiliidae,,,,,(Kuroda、 1936)
2315,クビナガギセル,Megalophaedusa kubinaga,,,キセルガイ科,Clausiliidae,,,,,(Kuroda、 1936)
2316,クニノギセル,Megalophaedusa kuninoae,,,キセルガイ科,Clausiliidae,,,,,(Kuroda、 1936)
2317,クロズギセル,Megalophaedusa kurozuensis,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
2318,キョウトギセル,Megalophaedusa kyotoensis,,,キセルガイ科,Clausiliidae,,,,,(Kuroda、 1936)
2319,オオギセル,Megalophaedusa martensi,,,キセルガイ科,Clausiliidae,,,,,(Martens、 1860)
2320,オオイタシロギセル,Megalophaedusa masatokandai,,,キセルガイ科,Clausiliidae,,,,,(Minato、 1978)
2321,シロモリサキギセル,Megalophaedusa matsumurai,,,キセルガイ科,Clausiliidae,,,,,(Minato、 2014)
2322,ヒメギセル,Megalophaedusa micropeas,,,キセルガイ科,Clausiliidae,,,,,(M?llendorff、 1882)
2323,ミカドギセル,Megalophaedusa mikado,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1900)
2324,ミツクリギセル,Megalophaedusa mitsukurii,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
2325,ミヤザキギセル,Megalophaedusa miyazakii,,,キセルガイ科,Clausiliidae,,,,,(Minato & Tada、 1977)
2326,モリサキギセル,Megalophaedusa morisakii,,,キセルガイ科,Clausiliidae,,,,,(Kuroda & Abe、 1980)
2327,コシボソギセル,Megalophaedusa nankaidoensis,,,キセルガイ科,Clausiliidae,,,,,(Kuroda、 1955)
2328,アラナミギセル,Megalophaedusa oxycyma,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
2329,シリブトギセル,Megalophaedusa pachyspira,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
2330,ピルスブリギセル,Megalophaedusa pilsbryana,,,キセルガイ科,Clausiliidae,,,,,(Ancey、 1904)
2331,カギヒダギセル,Megalophaedusa pilsbryi,,,キセルガイ科,Clausiliidae,,,,,Nordsieck、 1997
2332,キイツムガタギセル,Megalophaedusa pinguis,,,キセルガイ科,Clausiliidae,,,,,(A. Adams、 1868)
2333,ツムガタモドキギセル,Megalophaedusa platyauchen,,,キセルガイ科,Clausiliidae,,,,,(Martens、 1877)
2334,ツムガタギセル,Megalophaedusa platydera,,,キセルガイ科,Clausiliidae,,,,,(Martens、 1876)
2335,シタヅキギセル,Megalophaedusa platyderula,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1903)
2336,コスジギセル,Megalophaedusa plicilabris,,,キセルガイ科,Clausiliidae,,,,,(A. Adams、 1868)
2337,ゼイギセル,Megalophaedusa proba,,,キセルガイ科,Clausiliidae,,,,,(A. Adams、 1868)
2338,オオトノサマギセル,Megalophaedusa rex,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1905)
2339,ツメギセル,Megalophaedusa rhopalia,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
2340,シマケルギセル,Megalophaedusa schmackeri,,,キセルガイ科,Clausiliidae,,,,,(Sykes、 1895)
2341,カザアナギセル,Megalophaedusa spelaeonis,,,キセルガイ科,Clausiliidae,,,,,(Kuroda & Minato、 1975)
2342,シロバリギセル,Megalophaedusa stenospira,,,キセルガイ科,Clausiliidae,,,,,(A. Adams、 1868)
2343,チュウゼンジギセル,Megalophaedusa sublunellata,,,キセルガイ科,Clausiliidae,,,,,(M?llendorff、 1885)
2344,スギモトギセル,Megalophaedusa sugimotonis,,,キセルガイ科,Clausiliidae,,,,,(Minato & Tada、 1978)
2345,スルガギセル,Megalophaedusa surugensis,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
2346,タネガシマギセル,Megalophaedusa tanegashimae,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1901)
2347,トサシリボソギセル,Megalophaedusa tosaensis,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1903)
2348,ナンピギセル,Megalophaedusa toshiyukii,,,キセルガイ科,Clausiliidae,,,,,(Minato & Habe、 1983)
2349,ヤグラギセル,Megalophaedusa yagurai,,,キセルガイ科,Clausiliidae,,,,,(Kuroda、 1936)
2350,ムコウジマコギセル,Reinia arborea,,,キセルガイ科,Clausiliidae,,,,,(Tomiyama、 1984)
2351,トカラコギセル,Reinia ashizuriensis,,,キセルガイ科,Clausiliidae,,,,,Azuma、 1968
2352,ニシキコギセル,Reinia elegans,,,キセルガイ科,Clausiliidae,,,,,Habe、 1962
2353,ハナコギセル,Reinia euholostoma,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1900)
2354,マルクチコギセル,Reinia holotrema,,,キセルガイ科,Clausiliidae,,,,,(Pilsbry、 1902)
